product_id,label,value,sort_order
USW-Flex-2.5G-5,Ports,"8x 2.5GbE, 16x GbE",0
USW-Flex-2.5G-5,PoE Budget,400W,1
USW-Flex-2.5G-5,Uplink,2x 10G SFP+,2
USW-Flex-2.5G-5,Layer,Layer 3 Switching,3
USW-Flex-Mini,Ports,"8x 2.5GbE, 16x GbE",0
USW-Flex-Mini,PoE Budget,400W,1
USW-Flex-Mini,Uplink,2x 10G SFP+,2
USW-Flex-Mini,Layer,Layer 3 Switching,3
USW-Flex(46W),Ports,"8x 2.5GbE, 16x GbE",0
USW-Flex(46W),PoE Budget,400W,1
USW-Flex(46W),Uplink,2x 10G SFP+,2
USW-Flex(46W),Layer,Layer 3 Switching,3
USW-Flex-Utility,Ports,"8x 2.5GbE, 16x GbE",0
USW-Flex-Utility,PoE Budget,400W,1
USW-Flex-Utility,Uplink,2x 10G SFP+,2
USW-Flex-Utility,Layer,Layer 3 Switching,3
UACC-Flex-Utility-Pro,Ports,"8x 2.5GbE, 16x GbE",0
UACC-Flex-Utility-Pro,PoE Budget,400W,1
UACC-Flex-Utility-Pro,Uplink,2x 10G SFP+,2
UACC-Flex-Utility-Pro,Layer,Layer 3 Switching,3
USW-Flex-XG,Ports,"8x 2.5GbE, 16x GbE",0
USW-Flex-XG,PoE Budget,400W,1
USW-Flex-XG,Uplink,2x 10G SFP+,2
USW-Flex-XG,Layer,Layer 3 Switching,3
E7,Throughput,3.5 Gbps IPS,0
E7,PoE,"2x PoE+, 6x PoE",1
E7,WAN,2.5 GbE RJ45,2
E7,Storage,128GB SSD Integrated,3
E7-Campus,Standard,WiFi 6E,0
E7-Campus,Throughput,10.2 Gbps Aggregate,1
E7-Campus,Client Capacity,600+,2
E7-Campus,Uplink,2.5 GbE,3
E7-Audience,Throughput,3.5 Gbps IPS,0
E7-Audience,PoE,"2x PoE+, 6x PoE",1
E7-Audience,WAN,2.5 GbE RJ45,2
E7-Audience,Storage,128GB SSD Integrated,3
U7-Pro-XGS,Throughput,3.5 Gbps IPS,0
U7-Pro-XGS,PoE,"2x PoE+, 6x PoE",1
U7-Pro-XGS,WAN,2.5 GbE RJ45,2
U7-Pro-XGS,Storage,128GB SSD Integrated,3
U7-Pro-XG,Throughput,3.5 Gbps IPS,0
U7-Pro-XG,PoE,"2x PoE+, 6x PoE",1
U7-Pro-XG,WAN,2.5 GbE RJ45,2
U7-Pro-XG,Storage,128GB SSD Integrated,3
U7-Pro-Max,Throughput,3.5 Gbps IPS,0
U7-Pro-Max,PoE,"2x PoE+, 6x PoE",1
U7-Pro-Max,WAN,2.5 GbE RJ45,2
U7-Pro-Max,Storage,128GB SSD Integrated,3
U7-Pr0,Throughput,3.5 Gbps IPS,0
U7-Pr0,PoE,"2x PoE+, 6x PoE",1
U7-Pr0,WAN,2.5 GbE RJ45,2
U7-Pr0,Storage,128GB SSD Integrated,3
U7-LR,Throughput,3.5 Gbps IPS,0
U7-LR,PoE,"2x PoE+, 6x PoE",1
U7-LR,WAN,2.5 GbE RJ45,2
U7-LR,Storage,128GB SSD Integrated,3
U7-Lite,Throughput,3.5 Gbps IPS,0
U7-Lite,PoE,"2x PoE+, 6x PoE",1
U7-Lite,WAN,2.5 GbE RJ45,2
U7-Lite,Storage,128GB SSD Integrated,3
U6-Enterprise,Throughput,3.5 Gbps IPS,0
U6-Enterprise,PoE,"2x PoE+, 6x PoE",1
U6-Enterprise,WAN,2.5 GbE RJ45,2
U6-Enterprise,Storage,128GB SSD Integrated,3
U6-Pro,Throughput,3.5 Gbps IPS,0
U6-Pro,PoE,"2x PoE+, 6x PoE",1
U6-Pro,WAN,2.5 GbE RJ45,2
U6-Pro,Storage,128GB SSD Integrated,3
U6-PLUS,Throughput,3.5 Gbps IPS,0
U6-PLUS,PoE,"2x PoE+, 6x PoE",1
U6-PLUS,WAN,2.5 GbE RJ45,2
U6-PLUS,Storage,128GB SSD Integrated,3
UAP-AC-PRO,Throughput,3.5 Gbps IPS,0
UAP-AC-PRO,PoE,"2x PoE+, 6x PoE",1
UAP-AC-PRO,WAN,2.5 GbE RJ45,2
UAP-AC-PRO,Storage,128GB SSD Integrated,3
U7-Pro-XG-Wall,Throughput,3.5 Gbps IPS,0
U7-Pro-XG-Wall,PoE,"2x PoE+, 6x PoE",1
U7-Pro-XG-Wall,WAN,2.5 GbE RJ45,2
U7-Pro-XG-Wall,Storage,128GB SSD Integrated,3
U7-Pro-Wall,Throughput,3.5 Gbps IPS,0
U7-Pro-Wall,PoE,"2x PoE+, 6x PoE",1
U7-Pro-Wall,WAN,2.5 GbE RJ45,2
U7-Pro-Wall,Storage,128GB SSD Integrated,3
U7-IW,Throughput,3.5 Gbps IPS,0
U7-IW,PoE,"2x PoE+, 6x PoE",1
U7-IW,WAN,2.5 GbE RJ45,2
U7-IW,Storage,128GB SSD Integrated,3
U6-Enterprise-IW,Throughput,3.5 Gbps IPS,0
U6-Enterprise-IW,PoE,"2x PoE+, 6x PoE",1
U6-Enterprise-IW,WAN,2.5 GbE RJ45,2
U6-Enterprise-IW,Storage,128GB SSD Integrated,3
U6-IW,Throughput,3.5 Gbps IPS,0
U6-IW,PoE,"2x PoE+, 6x PoE",1
U6-IW,WAN,2.5 GbE RJ45,2
U6-IW,Storage,128GB SSD Integrated,3
U6-Extender,Throughput,3.5 Gbps IPS,0
U6-Extender,PoE,"2x PoE+, 6x PoE",1
U6-Extender,WAN,2.5 GbE RJ45,2
U6-Extender,Storage,128GB SSD Integrated,3
U7-Pro-Outdoor,Throughput,3.5 Gbps IPS,0
U7-Pro-Outdoor,PoE,"2x PoE+, 6x PoE",1
U7-Pro-Outdoor,WAN,2.5 GbE RJ45,2
U7-Pro-Outdoor,Storage,128GB SSD Integrated,3
U7-Outdoor,Throughput,3.5 Gbps IPS,0
U7-Outdoor,PoE,"2x PoE+, 6x PoE",1
U7-Outdoor,WAN,2.5 GbE RJ45,2
U7-Outdoor,Storage,128GB SSD Integrated,3
U6-Mesh,Throughput,3.5 Gbps IPS,0
U6-Mesh,PoE,"2x PoE+, 6x PoE",1
U6-Mesh,WAN,2.5 GbE RJ45,2
U6-Mesh,Storage,128GB SSD Integrated,3
U6-Mesh-Pro,Throughput,3.5 Gbps IPS,0
U6-Mesh-Pro,PoE,"2x PoE+, 6x PoE",1
U6-Mesh-Pro,WAN,2.5 GbE RJ45,2
U6-Mesh-Pro,Storage,128GB SSD Integrated,3
AC Mesh,Throughput,3.5 Gbps IPS,0
AC Mesh,PoE,"2x PoE+, 6x PoE",1
AC Mesh,WAN,2.5 GbE RJ45,2
AC Mesh,Storage,128GB SSD Integrated,3
UK-Ultra,Throughput,3.5 Gbps IPS,0
UK-Ultra,PoE,"2x PoE+, 6x PoE",1
UK-Ultra,WAN,2.5 GbE RJ45,2
UK-Ultra,Storage,128GB SSD Integrated,3
Product Collection,Throughput,3.5 Gbps IPS,0
Product Collection,PoE,"2x PoE+, 6x PoE",1
Product Collection,WAN,2.5 GbE RJ45,2
Product Collection,Storage,128GB SSD Integrated,3
UWB-XG,Throughput,3.5 Gbps IPS,0
UWB-XG,PoE,"2x PoE+, 6x PoE",1
UWB-XG,WAN,2.5 GbE RJ45,2
UWB-XG,Storage,128GB SSD Integrated,3
UDB-Pro-Sector,Throughput,3.5 Gbps IPS,0
UDB-Pro-Sector,PoE,"2x PoE+, 6x PoE",1
UDB-Pro-Sector,WAN,2.5 GbE RJ45,2
UDB-Pro-Sector,Storage,128GB SSD Integrated,3
UDB-Pro,Throughput,3.5 Gbps IPS,0
UDB-Pro,PoE,"2x PoE+, 6x PoE",1
UDB-Pro,WAN,2.5 GbE RJ45,2
UDB-Pro,Storage,128GB SSD Integrated,3
UDB,Throughput,3.5 Gbps IPS,0
UDB,PoE,"2x PoE+, 6x PoE",1
UDB,WAN,2.5 GbE RJ45,2
UDB,Storage,128GB SSD Integrated,3
UBB,Throughput,3.5 Gbps IPS,0
UBB,PoE,"2x PoE+, 6x PoE",1
UBB,WAN,2.5 GbE RJ45,2
UBB,Storage,128GB SSD Integrated,3
UDB-Switch(35W),Throughput,3.5 Gbps IPS,0
UDB-Switch(35W),PoE,"2x PoE+, 6x PoE",1
UDB-Switch(35W),WAN,2.5 GbE RJ45,2
UDB-Switch(35W),Storage,128GB SSD Integrated,3
UBB-XG,Throughput,3.5 Gbps IPS,0
UBB-XG,PoE,"2x PoE+, 6x PoE",1
UBB-XG,WAN,2.5 GbE RJ45,2
UBB-XG,Storage,128GB SSD Integrated,3
UDB-IoT,Throughput,3.5 Gbps IPS,0
UDB-IoT,PoE,"2x PoE+, 6x PoE",1
UDB-IoT,WAN,2.5 GbE RJ45,2
UDB-IoT,Storage,128GB SSD Integrated,3
UTR,Throughput,3.5 Gbps IPS,0
UTR,PoE,"2x PoE+, 6x PoE",1
UTR,WAN,2.5 GbE RJ45,2
UTR,Storage,128GB SSD Integrated,3
